type,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,threshold,accuracy,precision,recall,f1_score,specificity
window_1,1.0,30.0,112.0,43.0,0.006334967708569153,38.0,0.4842982888221741,0.7248677248677249,0.73,0.7448979591836735,0.7373737373737373,0.7032967032967034
window_2,1.0,107.0,144.0,71.0,0.005441528224151469,33.0,0.5021370649337769,0.6607142857142857,0.6233766233766234,0.8421052631578947,0.7164179104477612,0.4727272727272727
window_3,1.0,59.0,121.0,43.0,0.004928085279110264,31.0,0.4801221489906311,0.79375,0.8,0.7901234567901234,0.7950310559006211,0.7974683544303798
window_4,1.0,90.0,175.0,38.0,0.00519942556265058,31.0,0.45249006152153015,0.7054263565891473,0.6363636363636364,0.9032258064516129,0.7466666666666667,0.5223880597014925
window_5,1.0,117.0,68.0,86.0,0.005735583493692174,48.0,0.47870367765426636,0.7058823529411765,0.6938775510204082,0.6938775510204082,0.6938775510204082,0.7169811320754716
window_6,1.0,81.0,128.0,88.0,0.006631609216704043,35.0,0.4726826250553131,0.7122302158273381,0.6666666666666666,0.8405797101449275,0.7435897435897436,0.5857142857142857
average,1.0,80.66666666666667,124.66666666666667,61.5,0.005711866580812947,36.0,0.4784056444962819,0.7171451559899454,0.6917140795712223,0.8024682911247734,0.7388261108331563,0.6330959679909344
