type,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,mse,mae,rmse,r2_score,coverage_probability (%),interval_width
window_1,1.0,64.0,106.0,19.0,0.0007116612752690437,43.0,9.831932356764474e-05,0.007362861663867266,0.009915610095583869,0.8055203857206368,98.07692307692307,0.03841042518615723
window_2,1.0,64.0,106.0,36.0,0.008288392887002095,28.0,0.0018424748872275377,0.03850437089418753,0.0429240595380672,-2.517393629630179,100.0,0.17273521423339844
window_3,1.0,70.0,130.0,76.0,0.007695744948116967,45.0,0.015236858284935598,0.12035908381144206,0.12343766963506561,-19.326167155184134,0.0,0.13852764666080475
window_4,1.0,37.0,64.0,67.0,0.0040535398687766,47.0,0.006627073298855429,0.08099795202088486,0.08140683815783185,-19.620407577150768,0.0,0.1091369241476059
window_5,1.0,117.0,178.0,31.0,0.0025691081407215755,35.0,0.0001033453583818523,0.007609938873964197,0.010165891912756712,0.2443821211995354,100.0,0.07407533377408981
window_6,1.0,39.0,98.0,62.0,0.007908780448630736,33.0,0.0015498945431478102,0.03477436633399837,0.039368700043915725,-2.1703684384059776,100.0,0.194086953997612
average,1.0,65.16666666666667,113.66666666666667,48.5,0.005204537928086169,38.5,0.004242994282685979,0.04826809559972405,0.051203128230536826,-7.097405715575149,66.34615384615385,0.12116208672523499
