type,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,mse,mae,rmse,r2_score,coverage_probability (%),interval_width
window_1,1.0,64.0,106.0,19.0,0.0007116612752690437,43.0,4.985471072211239e-05,0.004466611605424147,0.007060786834490359,0.9013853578378732,94.23076923076923,0.0187760591506958
window_2,1.0,64.0,106.0,36.0,0.008288392887002095,28.0,9.090995461987969e-05,0.007953802744547525,0.009534671185724219,0.8264475149883311,98.07692307692307,0.03911745175719261
window_3,1.0,70.0,130.0,76.0,0.007695744948116967,45.0,6.604485840078668e-05,0.0071747195720672655,0.008126798779395653,0.9118952997730443,79.33333333333333,0.020706772804260254
window_4,1.0,37.0,64.0,67.0,0.0040535398687766,47.0,0.00011542309524324594,0.009770347772400236,0.010743514101226188,0.6408563538684431,99.4535519125683,0.046181317418813705
window_5,1.0,117.0,178.0,31.0,0.0025691081407215755,35.0,7.441518871680014e-06,0.0020226064850302305,0.002727914747876116,0.9455907377659267,97.05882352941177,0.014018058776855469
window_6,1.0,39.0,98.0,62.0,0.007908780448630736,33.0,2.1704678908341065e-05,0.0036648554696562547,0.004658828061684726,0.9556022509525166,97.79005524861878,0.022373318672180176
average,1.0,65.16666666666667,113.66666666666667,48.5,0.005204537928086169,38.5,5.856313612767429e-05,0.005842157274854276,0.007142085618399543,0.8636295858643558,94.32390938860408,0.026862164959311485
