type,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,threshold,accuracy,precision,recall,f1_score,specificity
window_1,1.0,30.0,112.0,43.0,0.006334967708569153,38.0,0.4842982888221741,0.6666666666666666,0.3220338983050847,0.4523809523809524,0.37623762376237624,0.7278911564625851
window_2,1.0,107.0,144.0,71.0,0.005441528224151469,33.0,0.5021370649337769,0.7767857142857143,0.0,0.0,0.0,1.0
window_3,1.0,59.0,121.0,43.0,0.004928085279110264,31.0,0.4801221489906311,0.74375,0.23529411764705882,0.125,0.16326530612244897,0.8984375
window_4,1.0,90.0,175.0,38.0,0.00519942556265058,31.0,0.45249006152153015,0.689922480620155,0.3888888888888889,0.4375,0.4117647058823529,0.7731958762886598
window_5,1.0,117.0,68.0,86.0,0.005735583493692174,48.0,0.47870367765426636,0.5588235294117647,0.2708333333333333,0.5652173913043478,0.36619718309859156,0.5569620253164557
window_6,1.0,81.0,128.0,88.0,0.006631609216704043,35.0,0.4726826250553131,0.7338129496402878,0.43478260869565216,0.29411764705882354,0.3508771929824561,0.8761904761904762
average,1.0,80.66666666666667,124.66666666666667,61.5,0.005711866580812947,36.0,0.4784056444962819,0.6949602234374314,0.2753054744783363,0.3123693317906873,0.2780570019747043,0.8054461723763628
