type,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,threshold,accuracy,precision,recall,f1_score,specificity
window_1,1.0,30.0,112.0,43.0,0.006334967708569153,38.0,0.4842982888221741,0.4631578947368421,0.4631578947368421,1.0,0.6330935251798561,0.0
window_2,1.0,107.0,144.0,71.0,0.005441528224151469,33.0,0.5021370649337769,0.5575221238938053,0.0,0.0,0.0,1.0
window_3,1.0,59.0,121.0,43.0,0.004928085279110264,31.0,0.4801221489906311,0.5527950310559007,0.5527950310559007,1.0,0.712,0.0
window_4,1.0,90.0,175.0,38.0,0.00519942556265058,31.0,0.45249006152153015,0.47692307692307695,0.47692307692307695,1.0,0.6458333333333334,0.0
window_5,1.0,117.0,68.0,86.0,0.005735583493692174,48.0,0.47870367765426636,0.5196078431372549,0.5196078431372549,1.0,0.6838709677419355,0.0
window_6,1.0,81.0,128.0,88.0,0.006631609216704043,35.0,0.4726826250553131,0.5755395683453237,0.5755395683453237,1.0,0.730593607305936,0.0
average,1.0,80.66666666666667,124.66666666666667,61.5,0.005711866580812947,36.0,0.4784056444962819,0.524257589682034,0.4313372356997331,0.8333333333333334,0.5675652389268434,0.16666666666666666
