Date,Close
2016-03-01,1.40447998046875
2016-03-02,1.4009499549865723
2016-03-03,1.398710012435913
2016-03-04,1.3891799449920654
2016-03-07,1.376539945602417
2016-03-08,1.3794499635696411
2016-03-09,1.3857300281524658
2016-03-10,1.3819700479507446
2016-03-11,1.3804899454116821
2016-03-14,1.3735500574111938
2016-03-15,1.3763500452041626
2016-03-16,1.3811999559402466
2016-03-17,1.3664799928665161
2016-03-18,1.3509700298309326
2016-03-21,1.3579299449920654
2016-03-22,1.3608800172805786
2016-03-23,1.3602999448776245
2016-03-24,1.3671200275421143
2016-03-25,1.3687299489974976
2016-03-28,1.372380018234253
2016-03-29,1.368299961090088
2016-03-30,1.354449987411499
2016-03-31,1.351099967956543
2016-04-01,1.348270058631897
2016-04-04,1.3488099575042725
2016-04-05,1.3526999950408936
2016-04-06,1.3552900552749634
2016-04-07,1.346060037612915
2016-04-08,1.3529000282287598
2016-04-11,1.3479299545288086
2016-04-12,1.3438299894332886
2016-04-13,1.3435300588607788
2016-04-14,1.3502999544143677
2016-04-15,1.3624800443649292
2016-04-18,1.3613300323486328
2016-04-19,1.3499499559402466
2016-04-20,1.3385299444198608
2016-04-21,1.34375
2016-04-22,1.349429965019226
2016-04-25,1.3541300296783447
2016-04-26,1.3520300388336182
2016-04-27,1.3512599468231201
2016-04-28,1.348289966583252
2016-04-29,1.3443299531936646
2016-05-02,1.3437000513076782
2016-05-03,1.3412100076675415
2016-05-04,1.3513599634170532
2016-05-05,1.3575700521469116
2016-05-06,1.3581000566482544
2016-05-09,1.3613799810409546
2016-05-10,1.371880054473877
2016-05-11,1.3681800365447998
2016-05-12,1.3670899868011475
2016-05-13,1.373170018196106
2016-05-16,1.372789978981018
2016-05-17,1.3693900108337402
2016-05-18,1.3705099821090698
2016-05-19,1.381600022315979
2016-05-20,1.3791999816894531
2016-05-23,1.3809599876403809
2016-05-24,1.3785500526428223
2016-05-25,1.3816800117492676
2016-05-26,1.3783799409866333
2016-05-27,1.3735300302505493
2016-05-30,1.3800100088119507
2016-05-31,1.37923002243042
2016-06-01,1.3774299621582031
2016-06-02,1.3772599697113037
2016-06-03,1.375499963760376
2016-06-06,1.3585200309753418
2016-06-07,1.3553600311279297
2016-06-08,1.3514800071716309
2016-06-09,1.3462300300598145
2016-06-10,1.3540600538253784
2016-06-13,1.3609999418258667
2016-06-14,1.3560700416564941
2016-06-15,1.3556100130081177
2016-06-16,1.3506200313568115
2016-06-17,1.3468400239944458
