type,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,mse,mae,rmse,r2_score,coverage_probability (%),interval_width
window_1,1.0,5.0,128.0,64.0,0.001,10.0,0.00021546858496796243,0.01063801330517085,0.014678848216667493,0.681654449693814,60.09615384615385,0.0226460802865307
window_2,1.0,5.0,128.0,64.0,0.001,10.0,0.00014591157597446542,0.010021772376045346,0.012079386407200715,0.7456244692123332,87.43961352657004,0.03694220796910174
window_3,1.0,5.0,128.0,64.0,0.001,10.0,0.00019203173571669826,0.009836245764173968,0.01385755157727,0.7691242178395232,67.78846153846155,0.02578379428544464
window_4,1.0,5.0,128.0,64.0,0.001,10.0,0.00016222929180151083,0.011761448513917498,0.012736926309024121,0.6150116861968493,82.6086956521739,0.0323254218089315
window_5,1.0,5.0,128.0,64.0,0.001,10.0,2.3650956290578075e-05,0.0041370549819734976,0.004863224885873372,0.8175126569253534,89.85507246376811,0.0160146982325875
window_6,1.0,5.0,128.0,64.0,0.001,10.0,5.6675005716563564e-05,0.006434742283427237,0.00752828039571877,0.8632752754178049,99.03846153846155,0.03359559226793052
average,1.0,5.0,128.0,64.0,0.001,10.0,0.00013266119174462976,0.0088048795374514,0.010957369631959079,0.7487004592142797,81.13774309426483,0.027884632475087767
