type,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,mse,mae,rmse,r2_score,coverage_probability (%),interval_width
validation,1.0,60.0,128.0,64.0,0.001,10.0,0.00012627603898651696,0.00879041887819767,0.011237261187073876,0.7520095167386707,68.125,0.021918177604675293
window_1,1.0,60.0,128.0,64.0,0.001,10.0,5.6849558938143474e-05,0.006068237870931625,0.00753986464985569,0.9010234559833561,98.75,0.04313349723815918
window_2,1.0,60.0,128.0,64.0,0.001,10.0,1.5316920505537012e-05,0.0028678841888904573,0.003913683751344379,0.9807351909845043,98.125,0.022110462188720703
window_3,1.0,60.0,128.0,64.0,0.001,10.0,3.662486689970379e-05,0.004797352850437165,0.006051848221799997,0.8958267847845436,97.5,0.028347373008728027
window_4,1.0,60.0,128.0,64.0,0.001,10.0,1.5603584334213394e-05,0.003137831043147441,0.003950137255110687,0.8654381174047099,97.48427672955975,0.019840478897094727
window_5,1.0,60.0,128.0,64.0,0.001,10.0,2.9375028947331544e-05,0.004327320307493202,0.005419873517650716,0.9462941139561897,96.875,0.02663874626159668
average,1.0,60.0,128.0,64.0,0.001,10.0,4.66743331019077e-05,0.004998174189849593,0.006352111430472558,0.8902211966419956,92.80987945492662,0.02699812315404415
