type,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,mse,mae,rmse,r2_score,coverage_probability (%),interval_width
window_1,1.0,60.0,128.0,64.0,0.001,10.0,4.863510947288319e-05,0.005415503102905896,0.006973887687142888,0.947728046105781,95.91836734693877,0.028924942016601562
window_2,1.0,60.0,128.0,64.0,0.001,10.0,2.9329744137552294e-05,0.004290605737143986,0.005415694243359044,0.9856311715977824,96.93251533742331,0.02370416931807995
window_3,1.0,60.0,128.0,64.0,0.001,10.0,2.112534605292289e-05,0.003555623974118914,0.004596231723153533,0.9263773203229898,96.73469387755102,0.020274879410862923
average,1.0,60.0,128.0,64.0,0.001,10.0,3.303006655445279e-05,0.0044205776047229325,0.005661937884551822,0.9532455126755178,96.5285255206377,0.024301329627633095
