Close,Date
0.5047886439727154,2003-12-01
0.4842178123735168,2003-12-02
0.4786490760430169,2003-12-03
0.4855380677201717,2003-12-04
0.46825571348799366,2003-12-05
0.4629269065264079,2003-12-08
0.45812631615995114,2003-12-09
0.46760760374369936,2003-12-10
0.4622787967821136,2003-12-11
0.45349369065879275,2003-12-12
0.4469887004283677,2003-12-15
0.4466766634852537,2003-12-16
0.43409904232843366,2003-12-17
0.43083460081947966,2003-12-18
0.43676344580922666,2003-12-19
0.4345790441368458,2003-12-22
0.43441107927154765,2003-12-23
0.42617793946025473,2003-12-24
0.4269460854242979,2003-12-25
0.4294423809692087,2003-12-26
0.4214012418812809,2003-12-29
0.4114399524891206,2003-12-30
0.4051990705562598,2003-12-31
0.4064233255412324,2004-01-01
0.4064233255412324,2004-01-02
0.390629048450424,2004-01-05
0.38556434978640275,2004-01-06
0.39751804012757885,2004-01-07
0.37759531827267456,2004-01-08
0.3653297340589683,2004-01-09
0.38261208829114635,2004-01-12
0.3759870618409722,2004-01-13
0.39600578405755904,2004-01-14
0.4035428854790082,2004-01-15
0.4347231162146614,2004-01-16
0.44161196482123266,2004-01-19
0.40534314263407545,2004-01-20
0.3948057080012368,2004-01-21
0.38496431175824153,2004-01-22
0.40625521760535044,2004-01-23
0.42077716799505316,2004-01-26
0.3981180781557401,2004-01-27
0.42788219625363966,2004-01-28
0.43285089455597836,2004-01-29
0.42384960878064226,2004-01-30
0.4292744161039104,2004-02-02
0.41357628244536815,2004-02-03
0.41280813648132497,2004-02-04
0.4079354385406686,2004-02-05
0.38868486228812493,2004-02-06
0.3895729014013334,2004-02-09
0.39091719260605506,2004-02-10
0.3695302863972638,2004-02-11
0.371282471836198,2004-02-12
0.3845322385953789,2004-02-13
0.3790595026265613,2004-02-16
0.3654736630662001,2004-02-17
0.38496431175824153,2004-02-18
0.3802356858954008,2004-02-19
0.4124960995382112,2004-02-20
0.4079354385406686,2004-02-23
0.39197333965514547,2004-02-24
0.4193849481447822,2004-02-25
0.4269460854242979,2004-02-26
0.41984105716571163,2004-02-27
0.4269460854242979,2004-03-01
0.46549530964551833,2004-03-02
0.46760760374369936,2004-03-03
0.4650151647665224,2004-03-04
0.4394277062194356,2004-03-05
0.4303544559404837,2004-03-08
0.4471327725061831,2004-03-09
0.46100661315159175,2004-03-10
0.4420921097002286,2004-03-11
0.4622787967821136,2004-03-12
0.45459776635343263,2004-03-15
0.45635009486295064,2004-03-16
0.46179879497370147,2004-03-17
0.4361392288524151,2004-03-18
0.4550779112324286,2004-03-19
0.4428841484517545,2004-03-22
0.44302822052957014,2004-03-23
0.47603274427835696,2004-03-24
0.4763688170795375,2004-03-25
0.4780009662987226,2004-03-26
0.47164004814611293,2004-03-29
0.46856775043110743,2004-03-30
0.4480929191935912,2004-03-31
0.439883815240365,2004-04-01
0.47766489349754204,2004-04-02
0.4967715407428539,2004-04-05
0.47732882069636173,2004-04-06
0.47164004814611293,2004-04-07
0.4861860343938822,2004-04-08
0.4846979572525125,2004-04-09
0.4868341441381765,2004-04-12
0.5093252691121914,2004-04-13
0.5078130130421712,2004-04-14
0.5011161651589651,2004-04-15
0.4984517616781723,2004-04-16
0.49777961607581145,2004-04-19
0.5245913296078706,2004-04-20
0.5311202126257786,2004-04-21
0.511509527713988,2004-04-22
0.5242552568066905,2004-04-23
0.522214927212125,2004-04-26
0.5108373821116274,2004-04-27
0.5254554759335963,2004-04-28
0.5056287544403746,2004-04-29
0.5017881676907423,2004-04-30
0.5096613419133715,2004-05-03
0.48157744475079034,2004-05-04
0.4727923386274695,2004-05-05
0.4861860343938822,2004-05-06
0.51914262949712,2004-05-07
0.5249512951965338,2004-05-10
0.5188065566959394,2004-05-11
0.5148940054426914,2004-05-12
0.5321523238168029,2004-05-13
0.5188065566959394,2004-05-14
0.49477928286442197,2004-05-17
0.5081490858433517,2004-05-18
0.49828379681287394,2004-05-19
0.5061327921068532,2004-05-20
0.4942752451979431,2004-05-21
0.4990998714224666,2004-05-24
0.4822495903531512,2004-05-25
0.48061729806338227,2004-05-26
0.4539736924672051,2004-05-27
0.4632389434695219,2004-05-28
0.466311384255111,2004-05-31
0.45891835491147726,2004-06-01
0.46309501446229007,2004-06-02
0.46275894166110954,2004-06-03
0.4541177645450205,2004-06-04
0.44730073737148146,2004-06-07
0.45635009486295064,2004-06-08
0.4918028424405152,2004-06-09
0.48092933500649604,2004-06-10
0.4964354679416736,2004-06-11
0.4886584371513101,2004-06-14
0.47164004814611293,2004-06-15
0.49777961607581145,2004-06-16
0.49329106265246847,2004-06-17
0.47504856173288235,2004-06-18
0.478145038376538,2004-06-21
0.478817040908315,2004-06-22
0.4846979572525125,2004-06-23
0.47034397172810816,2004-06-24
0.4656632745108167,2004-06-25
0.46825571348799366,2004-06-28
0.4827295921615633,2004-06-29
0.4687357152964058,2004-06-30
0.472288157890407,2004-07-01
0.44840495613670517,2004-07-02
0.45015714157563913,2004-07-05
0.4525335439713847,2004-07-06
0.4389477044110235,2004-07-07
0.43520311802307354,2004-07-08
0.4314586747057074,2004-07-09
