forecast_horizon,look_back,mse,mae,rmse,r2_score,coverage_probability (%),interval_width
1,30,1.8653290127602443e-07,0.00029237944929482834,0.00043189454879174436,0.9989235894928975,95.19811954331766,0.0017745153952986037
