type,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,mse,mae,rmse,r2_score,coverage_probability (%),interval_width
window_1,1.0,60.0,128.0,64.0,0.001,10.0,4.954475590207754e-05,0.005696731394734876,0.007038803584564463,0.6937489477452171,99.13793103448276,0.04018795117735863
window_2,1.0,60.0,128.0,64.0,0.001,10.0,5.499947107345804e-05,0.006335410578497525,0.007416162826789744,-0.19030689343022678,100.0,0.04251468554139137
window_3,1.0,60.0,128.0,64.0,0.001,10.0,5.068526740334691e-05,0.0054717478544815765,0.007119358637078688,0.893921423006824,92.17391304347827,0.02724159136414528
window_4,1.0,60.0,128.0,64.0,0.001,10.0,1.464988444630041e-05,0.0030385867275040763,0.0038275167467041096,0.6937887415996202,98.27586206896551,0.02078986167907715
window_5,1.0,60.0,128.0,64.0,0.001,10.0,3.317370860721048e-05,0.0043311006036297955,0.00575966219558148,0.9473611913209676,85.34482758620689,0.017310023307800293
window_6,1.0,60.0,128.0,64.0,0.001,10.0,3.566309876464015e-05,0.004782861676709409,0.0059718589036111824,0.9477024454957674,93.10344827586206,0.022095441818237305
average,1.0,60.0,128.0,64.0,0.001,10.0,3.9786031032838925e-05,0.00494273980592621,0.006188893815721612,0.6643693092896951,94.67266366816592,0.02835659123957157
