type,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,mse,mae,rmse,r2_score,coverage_probability (%),interval_width,best_hyperparameters
window_1,1.0,93.0,101.0,23.0,0.004617514286196047,37.0,0.00015791704939974193,0.010122875998339316,0.012566505059074378,0.533789064423563,41.732283464566926,0.01735936850309372,"{'epochs': 37, 'look_back': 93, 'units': 101, 'batch_size': 23, 'learning_rate': 0.004617514286196047}"
window_2,1.0,50.0,145.0,83.0,0.004447641170754868,42.0,2.7930679742257444e-05,0.004184569330776439,0.005284948414342135,0.9562320025603026,100.0,0.03144717216491699,"{'epochs': 42, 'look_back': 50, 'units': 145, 'batch_size': 83, 'learning_rate': 0.004447641170754868}"
window_3,1.0,118.0,88.0,70.0,0.0017284950379219852,46.0,1.5475933293357717e-05,0.0030319042065564323,0.003933946274843839,0.9647178544290487,97.05882352941177,0.017798304557800293,"{'epochs': 46, 'look_back': 118, 'units': 88, 'batch_size': 70, 'learning_rate': 0.0017284950379219852}"
window_4,1.0,92.0,72.0,21.0,0.003286353050183623,47.0,2.2550253279102206e-05,0.003835196141153574,0.004748710696505127,0.9266834310470791,97.65625,0.02112889289855957,"{'epochs': 47, 'look_back': 92, 'units': 72, 'batch_size': 21, 'learning_rate': 0.003286353050183623}"
window_5,1.0,116.0,181.0,26.0,0.002984939950156513,15.0,7.703347054457669e-06,0.0021196956773406094,0.002775490416927731,0.9435313602342074,98.05825242718447,0.014248251914978027,"{'epochs': 15, 'look_back': 116, 'units': 181, 'batch_size': 26, 'learning_rate': 0.002984939950156513}"
window_6,1.0,114.0,95.0,60.0,0.005719477474081361,38.0,1.81776056678689e-05,0.0031667554153586353,0.004263520337452245,0.9709714056067142,97.16981132075472,0.022535324096679688,"{'epochs': 38, 'look_back': 114, 'units': 95, 'batch_size': 60, 'learning_rate': 0.005719477474081361}"
average,1.0,97.16666666666667,113.66666666666667,47.166666666666664,0.0037974034948824,37.5,4.162581140613098e-05,0.004410166128254168,0.0055955201998575755,0.8826541863834857,88.61257012365297,0.020752886310219765,
