type,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,threshold,accuracy,precision,recall,f1_score,specificity
window_1_test,1.0,38.0,148.0,64.0,0.005999295440775169,48.0,0.4872822165489197,0.7569060773480663,0.7857142857142857,0.717391304347826,0.75,0.797752808988764
window_2_test,1.0,119.0,153.0,50.0,0.005054674553467464,29.0,0.510068953037262,0.51,0.0,0.0,0.0,1.0
window_3_test,1.0,118.0,177.0,63.0,0.00925067361960694,41.0,0.4542466700077057,0.8118811881188119,0.7540983606557377,0.92,0.8288288288288288,0.7058823529411765
window_4_test,1.0,64.0,189.0,121.0,0.00990984683805653,17.0,0.4550864100456238,0.49032258064516127,0.49032258064516127,1.0,0.658008658008658,0.0
window_5_test,1.0,118.0,110.0,22.0,0.007482923216407448,31.0,0.507543683052063,0.48514851485148514,0.48514851485148514,1.0,0.6533333333333333,0.0
window_6_test,1.0,99.0,195.0,38.0,0.0038289297384871955,47.0,0.5106843709945679,0.512396694214876,0.5083333333333333,1.0,0.6740331491712708,0.016666666666666666
average,1.0,92.66666666666667,162.0,59.666666666666664,0.006921057234466791,35.5,0.487485408782959,0.5944425091964001,0.5039361792000004,0.7728985507246376,0.5940339948903485,0.4200503047661012
