type,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,mse,mae,rmse,r2_score,coverage_probability (%),interval_width,best_hyperparameters
window_1,1.0,64.0,106.0,19.0,0.0007116612752690437,43.0,0.00010564756716291139,0.007688829532036414,0.010278500238989704,0.7910248223253891,63.46153846153846,0.017207860946655273,"{'epochs': 43, 'look_back': 64, 'units': 106, 'batch_size': 19, 'learning_rate': 0.0007116612752690437}"
window_2,1.0,64.0,106.0,36.0,0.008288392887002095,28.0,3.117808413427143e-05,0.0046660044254400795,0.005583733888203433,0.9404791917229444,100.0,0.03433597460389137,"{'epochs': 28, 'look_back': 64, 'units': 106, 'batch_size': 36, 'learning_rate': 0.008288392887002095}"
window_3,1.0,70.0,130.0,76.0,0.007695744948116967,45.0,1.3059851146669151e-05,0.0026917318503061932,0.0036138416050885726,0.9825779886860618,98.66666666666667,0.0191650390625,"{'epochs': 45, 'look_back': 70, 'units': 130, 'batch_size': 76, 'learning_rate': 0.007695744948116967}"
window_4,1.0,37.0,64.0,67.0,0.0040535398687766,47.0,2.2238131871805386e-05,0.0038150122256878295,0.004715732379154418,0.9308051499852503,97.81420765027322,0.020893335342407227,"{'epochs': 47, 'look_back': 37, 'units': 64, 'batch_size': 67, 'learning_rate': 0.0040535398687766}"
window_5,1.0,117.0,178.0,31.0,0.0025691081407215755,35.0,1.3266345399231887e-05,0.0030177475190630147,0.0036422994658912777,0.9030020513068133,96.07843137254902,0.0152130126953125,"{'epochs': 35, 'look_back': 117, 'units': 178, 'batch_size': 31, 'learning_rate': 0.0025691081407215755}"
window_6,1.0,39.0,98.0,62.0,0.007908780448630736,33.0,1.4921396913246146e-05,0.0029038536614476008,0.003862822402498741,0.969477713151628,97.23756906077348,0.018234729766845703,"{'epochs': 33, 'look_back': 39, 'units': 98, 'batch_size': 62, 'learning_rate': 0.007908780448630736}"
average,1.0,65.16666666666667,113.66666666666667,48.5,0.005204537928086169,38.5,3.338522943802257e-05,0.004130529868996855,0.0052828216633043585,0.9195611528630145,92.20973553530014,0.020841658115386963,
