type,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,threshold,accuracy,precision,recall,f1_score,specificity
window_1,1.0,60.0,128.0,64.0,0.001,10.0,0.5,0.523517382413088,0.0,0.0,0.0,1.0
window_2,1.0,60.0,128.0,64.0,0.001,10.0,0.5,0.5051124744376279,0.0,0.0,0.0,1.0
window_3,1.0,60.0,128.0,64.0,0.001,10.0,0.5,0.5081632653061224,0.0,0.0,0.0,1.0
average,1.0,60.0,128.0,64.0,0.001,10.0,0.5,0.5122643740522794,0.0,0.0,0.0,1.0
