type,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,mse,mae,rmse,r2_score,coverage_probability (%),interval_width
window_1,1.0,64.0,106.0,19.0,0.0007116612752690437,43.0,0.0001013595967577475,0.007101726455566211,0.010067750332509617,0.7995066019001219,71.7948717948718,0.018378615379333496
window_2,1.0,64.0,106.0,36.0,0.008288392887002095,28.0,3.519699123722138e-05,0.004644021773949647,0.0059327052208264465,0.9328068601541473,99.35897435897436,0.03579568862915039
window_3,1.0,70.0,130.0,76.0,0.007695744948116967,45.0,1.2271752969681416e-05,0.0026688079039255777,0.0035031061887532636,0.9836293219058494,98.66666666666667,0.020412564277648926
window_4,1.0,37.0,64.0,67.0,0.0040535398687766,47.0,2.219203920280141e-05,0.0038517166356571387,0.004710842727453487,0.930948569195861,98.36065573770492,0.02427351102232933
window_5,1.0,117.0,178.0,31.0,0.0025691081407215755,35.0,7.784783437872097e-06,0.002206760878656425,0.0027901224772171017,0.9430809313514475,99.01960784313727,0.014460086822509766
window_6,1.0,39.0,98.0,62.0,0.007908780448630736,33.0,1.6351624968217853e-05,0.003057658013717906,0.0040437142540265935,0.9665521270817552,98.89502762430939,0.024608727544546127
average,1.0,65.16666666666667,113.66666666666667,48.5,0.005204537928086169,38.5,3.252613142892361e-05,0.0039217819435788176,0.005174706866797752,0.9260874019315303,94.34930067094406,0.022988200187683105
