currency_pair,forecast_horizon,look_back,units,batch_size,learning_rate,epochs_run,mse,mae,rmse,r2_score,coverage_probability (%),interval_width,best_hyperparameters
AUDUSD,1,103,67,29,0.0061405712117553355,30,5.534876246194882e-07,0.0006098204754232442,0.0007439674889533064,0.9986472459158721,85.36585365853658,0.0021506548,"{'epochs': 30, 'look_back': 103, 'units': 67, 'batch_size': 29, 'learning_rate': 0.0061405712117553355}"
EURUSD,1,30,194,17,0.002002574259684661,37,1.034898940491781e-05,0.0025684278390243273,0.0032169845204659923,0.9939336138466917,17.72151898734177,0.0012526512,"{'epochs': 37, 'look_back': 30, 'units': 194, 'batch_size': 17, 'learning_rate': 0.002002574259684661}"
GBPUSD,1,32,190,16,0.00014794818823085122,37,3.671896081715115e-06,0.0016443273361693093,0.00191621921546443,0.9990803867082818,88.51063829787233,0.0055983067,"{'epochs': 37, 'look_back': 32, 'units': 190, 'batch_size': 16, 'learning_rate': 0.00014794818823085122}"
JPYUSD,1,107,168,36,0.001003205176291382,15,2.2577571141443123e-07,0.0004483199069778286,0.00047515861711057205,-2.6873126401323053,0.0,4.218604e-05,"{'epochs': 15, 'look_back': 107, 'units': 168, 'batch_size': 36, 'learning_rate': 0.001003205176291382}"
NZDUSD,1,118,89,37,0.0003713272285939173,50,2.330284535010136e-06,0.001067067432723586,0.001526526951943573,0.9947277143379639,61.74496644295302,0.0018020868,"{'epochs': 50, 'look_back': 118, 'units': 89, 'batch_size': 37, 'learning_rate': 0.0003713272285939173}"
