Price,Close
Ticker,EURUSD=X
Date,
2017-12-18,1.1743566989898682
2017-12-19,1.1784253120422363
2017-12-20,1.1841325759887695
2017-12-21,1.1878176927566528
2017-12-22,1.1857331991195679
2017-12-25,1.1856067180633545
2017-12-26,1.187253713607788
2017-12-27,1.1857894659042358
2017-12-28,1.1900794506072998
2017-12-29,1.1941723823547363
2018-01-01,1.200494647026062
2018-01-02,1.2011579275131226
2018-01-03,1.2063454389572144
2018-01-04,1.2010425329208374
2018-01-05,1.2068840265274048
2018-01-08,1.2037460803985596
2018-01-09,1.1970456838607788
2018-01-10,1.1929330825805664
2018-01-11,1.1956144571304321
2018-01-12,1.2042099237442017
2018-01-15,1.2192296981811523
2018-01-16,1.2268433570861816
2018-01-17,1.227129340171814
2018-01-18,1.218397855758667
2018-01-19,1.2236607074737549
2018-01-22,1.2255502939224243
2018-01-23,1.2256253957748413
2018-01-24,1.2310267686843872
2018-01-25,1.239111304283142
2018-01-26,1.239234209060669
2018-01-29,1.2428072690963745
2018-01-30,1.2381141185760498
2018-01-31,1.2409565448760986
2018-02-01,1.241865873336792
2018-02-02,1.2510008811950684
2018-02-05,1.244694471359253
2018-02-06,1.2367818355560303
2018-02-07,1.2381294965744019
2018-02-08,1.2268133163452148
2018-02-09,1.2260762453079224
2018-02-12,1.2252799272537231
2018-02-13,1.2303755283355713
2018-02-14,1.235376238822937
2018-02-15,1.2467273473739624
2018-02-16,1.2503595352172852
2018-02-19,1.241187572479248
2018-02-20,1.2398641109466553
2018-02-21,1.233532428741455
2018-02-22,1.2281843423843384
2018-02-23,1.2326656579971313
2018-02-26,1.228712558746338
2018-02-27,1.2315573692321777
2018-02-28,1.2230321168899536
2018-03-01,1.2191256284713745
2018-03-02,1.2270842790603638
2018-03-05,1.2315422296524048
2018-03-06,1.2336541414260864
2018-03-07,1.2416653633117676
2018-03-08,1.2414649724960327
2018-03-09,1.2306632995605469
2018-03-12,1.2308752536773682
2018-03-13,1.2339584827423096
2018-03-14,1.239234209060669
2018-03-15,1.2375624179840088
2018-03-16,1.2309207916259766
2018-03-19,1.228078842163086
2018-03-20,1.2336845397949219
2018-03-21,1.2251899242401123
2018-03-22,1.2347661256790161
2018-03-23,1.2324985265731812
2018-03-26,1.235437273979187
2018-03-27,1.2457488775253296
2018-03-28,1.240787148475647
2018-03-29,1.2310267686843872
2018-03-30,1.2302846908569336
2018-04-02,1.231420874595642
2018-04-03,1.229271411895752
2018-04-04,1.2278525829315186
2018-04-05,1.228682279586792
2018-04-06,1.2251598834991455
2018-04-09,1.227144479751587
2018-04-10,1.2322403192520142
2018-04-11,1.2363078594207764
2018-04-12,1.2371643781661987
2018-04-13,1.2329696416854858
2018-04-16,1.233258605003357
2018-04-17,1.2385127544403076
2018-04-18,1.237317442893982
2018-04-19,1.237914800643921
2018-04-20,1.2345526218414307
2018-04-23,1.2273402214050293
2018-04-24,1.22089684009552
2018-04-25,1.2241400480270386
2018-04-26,1.2171669006347656
2018-04-27,1.2109616994857788
2018-04-30,1.2122827768325806
2018-05-01,1.2081234455108643
2018-05-02,1.1991558074951172
2018-05-03,1.19510018825531
2018-05-04,1.1989257335662842
2018-05-07,1.195500135421753
2018-05-08,1.1933743953704834
2018-05-09,1.1867886781692505
2018-05-10,1.184721827507019
2018-05-11,1.1917530298233032
2018-05-14,1.1952143907546997
2018-05-15,1.1931180953979492
2018-05-16,1.1820889711380005
2018-05-17,1.1816978454589844
2018-05-18,1.1795234680175781
2018-05-21,1.1766643524169922
2018-05-22,1.1792453527450562
2018-05-23,1.1788560152053833
2018-05-24,1.1710150241851807
2018-05-25,1.1722642183303833
2018-05-28,1.1688934564590454
2018-05-29,1.162696123123169
2018-05-30,1.1539349555969238
2018-05-31,1.1667250394821167
2018-06-01,1.1693171262741089
2018-06-04,1.1668611764907837
2018-06-05,1.1700559854507446
2018-06-06,1.1726216077804565
2018-06-07,1.178550362586975
2018-06-08,1.1795234680175781
2018-06-11,1.1783976554870605
2018-06-12,1.177412509918213
2018-06-13,1.17482590675354
2018-06-14,1.1807769536972046
2018-06-15,1.1566576957702637
2018-06-18,1.159595012664795
2018-06-19,1.1630746126174927
2018-06-20,1.1588560342788696
2018-06-21,1.1579033136367798
2018-06-22,1.1605775356292725
2018-06-25,1.1661399602890015
2018-06-26,1.1702749729156494
2018-06-27,1.1650259494781494
2018-06-28,1.1563634872436523
2018-06-29,1.1562966108322144
2018-07-02,1.1678558588027954
2018-07-03,1.1642121076583862
2018-07-04,1.1659224033355713
2018-07-05,1.166235089302063
2018-07-06,1.1695905923843384
2018-07-09,1.1752262115478516
2018-07-10,1.1756960153579712
2018-07-11,1.1727042198181152
2018-07-12,1.1676785945892334
2018-07-13,1.1665889024734497
2018-07-16,1.1679104566574097
2018-07-17,1.170946478843689
2018-07-18,1.1653246879577637
2018-07-19,1.164564609527588
2018-07-20,1.1655147075653076
2018-07-23,1.1741912364959717
2018-07-24,1.1694128513336182
