Price,Close
Ticker,AUDUSD=X
Date,
2017-12-18,0.7651109099388123
2017-12-19,0.7665772438049316
2017-12-20,0.7653451561927795
2017-12-21,0.767224133014679
2017-12-22,0.7707723379135132
2017-12-25,0.7714858651161194
2017-12-26,0.7725587487220764
2017-12-27,0.7730425000190735
2017-12-28,0.7774840593338013
2017-12-29,0.7794293165206909
2018-01-01,0.7802137732505798
2018-01-02,0.7801042199134827
2018-01-03,0.783392071723938
2018-01-04,0.7828401327133179
2018-01-05,0.7863799333572388
2018-01-08,0.786101758480072
2018-01-09,0.7848061919212341
2018-01-10,0.7810669541358948
2018-01-11,0.7847322225570679
2018-01-12,0.7885813117027283
2018-01-15,0.7908889651298523
2018-01-16,0.7962924242019653
2018-01-17,0.797130286693573
2018-01-18,0.7972510457038879
2018-01-19,0.8005764484405518
2018-01-22,0.8002112507820129
2018-01-23,0.8008328676223755
2018-01-24,0.8004482388496399
2018-01-25,0.8048937320709229
2018-01-26,0.8029226064682007
2018-01-29,0.8116883039474487
2018-01-30,0.8095985651016235
2018-01-31,0.8101101517677307
2018-02-01,0.806126594543457
2018-02-02,0.8040524125099182
2018-02-05,0.7906388640403748
2018-02-06,0.7874636054039001
2018-02-07,0.7893905639648438
2018-02-08,0.7817386388778687
2018-02-09,0.7787495255470276
2018-02-12,0.7820197939872742
2018-02-13,0.7859163880348206
2018-02-14,0.786101758480072
2018-02-15,0.7928327918052673
2018-02-16,0.7943821549415588
2018-02-19,0.7912018299102783
2018-02-20,0.7908889651298523
2018-02-21,0.7880903482437134
2018-02-22,0.7798426151275635
2018-02-23,0.7839509844779968
2018-02-26,0.7838403582572937
2018-02-27,0.7849909663200378
2018-02-28,0.7793624997138977
2018-03-01,0.7765783667564392
2018-03-02,0.776469886302948
2018-03-05,0.7754703164100647
2018-03-06,0.7766990065574646
2018-03-07,0.7786343097686768
2018-03-08,0.7827115058898926
2018-03-09,0.7790589332580566
2018-03-12,0.7862686514854431
2018-03-13,0.7872899770736694
2018-03-14,0.7857990264892578
2018-03-15,0.7879785895347595
2018-03-16,0.7789375185966492
2018-03-19,0.7716049551963806
2018-03-20,0.7708317637443542
2018-03-21,0.7690532803535461
2018-03-22,0.777478039264679
2018-03-23,0.7693490982055664
2018-03-26,0.7708614468574524
2018-03-27,0.7756146788597107
2018-03-28,0.768757700920105
2018-03-29,0.766007661819458
2018-03-30,0.768580436706543
2018-04-02,0.768302857875824
2018-04-03,0.7654623985290527
2018-04-04,0.768202543258667
2018-04-05,0.7719981074333191
2018-04-06,0.7668300271034241
2018-04-09,0.768226146697998
2018-04-10,0.7699592709541321
2018-04-11,0.7763975262641907
2018-04-12,0.7765181064605713
2018-04-13,0.7757349610328674
2018-04-16,0.7774477601051331
2018-04-17,0.7772907018661499
